,City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
451,Ahmedabad,27-03-2016,0.0,16.31,31.91,421.52504812065143,161.37473444855473,-14.149979857522952,85.40639407781434,-306.9852871945249,-636.4694491141324,-135.10365084641435,364.9947038162492,
452,Ahmedabad,28-03-2016,0.0,16.31,31.91,417.7054535700103,160.4346055671067,-14.059038929837586,78.53403057302307,-300.37313769945774,-622.760547345433,-132.1936562180406,385.16419083121536,
453,Ahmedabad,29-03-2016,0.0,16.31,31.91,413.8788063797462,159.47938044166548,-13.966386723004947,71.8009148103157,-293.83297398230536,-609.2008929521769,-129.31534239591713,404.8734728447298,
454,Ahmedabad,30-03-2016,0.0,16.31,31.91,410.04510654985916,158.5090590722311,-13.872023237025036,65.20704678969213,-287.3647960430679,-595.7904859343643,-126.46870938004399,424.12254985679334,
455,Ahmedabad,31-03-2016,0.0,16.31,31.91,406.2043540803491,157.52364145880364,-13.77594847189786,58.752426511152436,-280.96860388174525,-582.5293262919952,-123.65375717042126,442.9114218674056,
456,Ahmedabad,01-04-2016,0.0,16.31,31.91,402.3565489712161,156.52312760138295,-13.678162427623413,52.43705397469656,-274.64439749833747,-569.4174140250695,-120.87048576704885,461.24008887656674,
457,Ahmedabad,02-04-2016,0.0,16.31,31.91,398.50169122246024,155.50751749996914,-13.578665104201699,46.26092918032458,-268.3921768928447,-556.4547491335873,-118.1188951699268,479.1085508842769,
458,Ahmedabad,03-04-2016,0.0,16.31,31.91,394.63978083408136,154.47681115456217,-13.477456501632714,40.22405212803634,-262.2119420652666,-543.6413316175483,-115.39898537905509,496.51680789053574,
459,Ahmedabad,04-04-2016,0.0,16.31,31.91,390.77081780607955,153.43100856516205,-13.374536619916459,34.32642281783203,-256.1036930156035,-530.9771614769529,-112.71075639443374,513.4648598953436,
460,Ahmedabad,05-04-2016,0.0,16.31,31.91,386.8948021384549,152.3701097317688,-13.269905459052938,28.568041249711566,-250.06742974385526,-518.462238711801,-110.05420821606276,529.9527068987,
461,Ahmedabad,06-04-2016,0.0,16.31,31.91,383.01173383120715,151.29411465438238,-13.163563019042144,22.94890742367492,-244.10315225002185,-506.0965633220924,-107.42934084394211,545.9803489006055,
462,Ahmedabad,07-04-2016,0.0,16.31,31.91,379.12161288433646,150.2030233330028,-13.055509299884083,17.46902133972215,-238.21086053410338,-493.8801353078273,-104.83615427807185,561.5477859010595,
463,Ahmedabad,08-04-2016,0.0,16.31,31.91,375.2244392978428,149.09683576763004,-12.945744301578749,12.128382997853198,-232.39055459609972,-481.81295466900553,-102.2746485184519,576.6550179000626,
464,Ahmedabad,09-04-2016,0.0,16.31,31.91,371.3202130717263,147.9755519582642,-12.834268024126152,6.926992398068121,-226.642234436011,-469.89502140562735,-99.74482356508233,591.3020448976143,
465,Ahmedabad,10-04-2016,0.0,16.31,31.91,367.4089342059867,146.83917190490513,-12.721080467526278,1.8648495403668628,-220.96590005383706,-458.1263355176925,-97.24667941796308,605.488866893715,
466,Ahmedabad,11-04-2016,0.0,16.31,31.91,363.4906027006244,145.68769560755297,-12.606181631779142,-3.0580455752505493,-215.36155144957806,-446.5068970052011,-94.78021607709421,619.2154838883647,
467,Ahmedabad,12-04-2016,0.0,16.31,31.91,359.5652185556389,144.52112306620762,-12.489571516884734,-7.841692948784085,-209.82918862323393,-435.03670586815315,-92.3454335424757,632.481895881563,
468,Ahmedabad,13-04-2016,0.0,16.31,31.91,355.6327817710305,143.33945428086915,-12.371250122843056,-12.486092580233775,-204.36881157480465,-423.7157621065487,-89.94233181410752,645.2881028733104,
469,Ahmedabad,14-04-2016,0.0,16.31,31.91,351.6932923467993,142.14268925153752,-12.251217449654112,-16.991244469599675,-198.98042030429028,-412.5440657203876,-87.5709108919897,657.6341048636064,
470,Ahmedabad,15-04-2016,0.0,16.31,31.91,347.746750282945,140.93082797821273,-12.129473497317894,-21.35714861688164,-193.66401481169075,-401.52161670966996,-85.23117077612227,669.5199018524513,
471,Ahmedabad,16-04-2016,0.0,16.31,31.91,343.7931555794679,139.70387046089482,-12.006018265834411,-25.583805022079847,-188.41959509700612,-390.64841507439576,-82.92311146650515,680.945493839845,
472,Ahmedabad,17-04-2016,0.0,16.31,31.91,339.8325082363677,138.4618166995837,-11.880851755203658,-29.67121368519418,-183.24716116023635,-379.92446081456495,-80.64673296313836,691.9108808257876,
473,Ahmedabad,18-04-2016,0.0,16.31,31.91,335.86480825364464,137.20466669427947,-11.753973965425635,-33.61937460622463,-178.14671300138147,-369.3497539301777,-78.40203526602198,702.4160628102792,
474,Ahmedabad,19-04-2016,0.0,16.31,31.91,331.89005563129854,135.93242044498206,-11.62538489650034,-37.42828778517127,-173.11825062044142,-358.9242944212337,-76.1890183751559,712.4610397933192,
475,Ahmedabad,20-04-2016,0.0,16.31,31.91,327.90825036932955,134.64507795169152,-11.495084548427778,-41.097953222034064,-168.1617740174163,-348.6480822877333,-74.00768229054022,722.0458117749087,
476,Ahmedabad,21-04-2016,0.0,16.31,31.91,323.9193924677377,133.34263921440782,-11.36307292120795,-44.628370916812976,-163.27728319230602,-338.5211175296763,-71.85802701217489,731.1703787550463,
477,Ahmedabad,22-04-2016,0.0,16.31,31.91,319.92348192652275,132.02510423313097,-11.229350014840849,-48.019540869508106,-158.46477814511059,-328.54340014706264,-69.74005254005986,739.834740733733,
478,Ahmedabad,23-04-2016,0.0,16.31,31.91,315.92051874568494,130.69247300786097,-11.093915829326479,-51.27146308011938,-153.7242588758301,-318.7149301398925,-67.65375887419523,748.0388977109686,
479,Ahmedabad,24-04-2016,0.0,16.31,31.91,311.91050292522414,129.3447455385978,-10.956770364664841,-54.384137548646784,-149.05572538446444,-309.0357075081658,-65.59914601458094,755.7828496867529,
480,Ahmedabad,25-04-2016,0.0,16.31,31.91,307.8934344651404,127.98192182534152,-10.817913620855935,-57.35756427509028,-144.45917767101366,-299.5057322518825,-63.57621396121701,763.0665966610864,
481,Ahmedabad,26-04-2016,0.0,16.31,31.91,303.86931336543364,126.60400186809204,-10.677345597899754,-60.191743259449964,-139.93461573547773,-290.1250043710426,-61.58496271410342,769.8901386339686,
482,Ahmedabad,27-04-2016,0.0,16.31,31.91,299.83813962610407,125.21098566684944,-10.535066295796309,-62.88667450172584,-135.4820395778567,-280.8935238656462,-59.62539227324018,776.2534756053996,
483,Ahmedabad,28-04-2016,0.0,16.31,31.91,295.7999132471515,123.80287322161368,-10.391075714545593,-65.44235800191785,-131.1014491981506,-271.81129073569326,-57.69750263862731,782.1566075753791,
484,Ahmedabad,29-04-2016,0.0,16.31,31.91,291.7546342285759,122.37966453238475,-10.245373854147608,-67.85879376002602,-126.79284459635927,-262.87830498118365,-55.801293810264774,787.599534543908,
485,Ahmedabad,30-04-2016,0.0,16.31,31.91,287.70230257037747,120.9413595991627,-10.097960714602356,-70.13598177605037,-122.55622577248288,-254.09456660211757,-53.93676578815261,792.5822565109854,
486,Ahmedabad,01-05-2016,0.0,16.31,31.91,283.6429182725561,119.48795842194748,-9.948836295909835,-72.27392204999086,-118.39159272652132,-245.46007559849488,-52.10391857229079,797.1047734766119,
487,Ahmedabad,02-05-2016,0.0,16.31,31.91,279.5764813351116,118.01946100073908,-9.798000598070038,-74.27261458184742,-114.29894545847468,-236.97483197031565,-50.30275216267932,801.1670854407869,
488,Ahmedabad,03-05-2016,0.0,16.31,31.91,275.50299175804435,116.53586733553757,-9.64545362108298,-76.13205937162024,-110.2782839683429,-228.63883571757987,-48.533266559318214,804.7691924035108,
489,Ahmedabad,04-05-2016,0.0,16.31,31.91,271.42244954135407,115.03717742634291,-9.491195364948648,-77.85225641930914,-106.32960825612598,-220.45208684028748,-46.795461762207445,807.9110943647837,
490,Ahmedabad,05-05-2016,0.0,16.31,31.91,267.33485468504085,113.52339127315508,-9.33522582966705,-79.43320572491426,-102.45291832182393,-212.41458533843854,-45.08933777134703,810.5927913246055,
491,Ahmedabad,06-05-2016,0.0,16.31,31.91,263.2402071891047,111.9945088759741,-9.177545015238179,-80.87490728843551,-98.64821416543677,-204.52633121203303,-43.41489458673698,812.8142832829758,
492,Ahmedabad,07-05-2016,0.0,16.31,31.91,259.13850705354554,110.45053023479997,-9.018152921662042,-82.1773611098729,-94.91549578696446,-196.78732446107094,-41.77213220837727,814.5755702398951,
493,Ahmedabad,08-05-2016,0.0,16.31,31.91,255.02975427836344,108.8914553496327,-8.857049548938633,-83.34056718922643,-91.25476318640705,-189.19756508555233,-40.16105063626792,815.8766521953634,
494,Ahmedabad,09-05-2016,0.0,16.31,31.91,250.91394886355843,107.31728422047226,-8.694234897067957,-84.36452552649615,-87.6660163637645,-181.7570530854771,-38.581649870408924,816.7175291493805,
495,Ahmedabad,10-05-2016,0.0,16.31,31.91,246.79109080913045,105.72801684731868,-8.529708966050011,-85.24923612168205,-84.14925531903681,-174.46578846084535,-37.03392991080027,817.0982011019463,
496,Ahmedabad,11-05-2016,0.0,16.31,31.91,242.66118011507953,104.12365323017195,-8.363471755884795,-85.99469897478403,-80.70448005222403,-167.323771211657,-35.517890757441975,817.018668053061,
497,Ahmedabad,12-05-2016,0.0,16.31,31.91,238.5242167814057,102.50419336903205,-8.195523266572312,-86.60091408580222,-77.3316905633261,-160.33100133791208,-34.03353241033404,816.4789300027246,
498,Ahmedabad,13-05-2016,0.0,16.31,31.91,234.38020080810884,100.86963726389901,-8.025863498112557,-87.06788145473651,-74.03088685234304,-153.48747883961065,-32.58085486947644,815.478986950937,
499,Ahmedabad,14-05-2016,0.0,16.31,31.91,230.22913219518912,99.21998491477284,-7.854492450505537,-87.39560108158703,-70.80206891927489,-146.79320371675263,-31.15985813486921,814.0188388976983,
500,Ahmedabad,15-05-2016,0.0,16.31,31.91,226.07101094264638,97.55523632165348,-7.681410123751243,-87.58407296635363,-67.64523676412156,-140.24817596933806,-29.770542206512328,812.0984858430082,
501,Ahmedabad,16-05-2016,0.0,16.31,31.91,221.90583705048073,95.87539148454098,-7.5066165178496815,-87.63329710903636,-64.56039038688313,-133.85239559736686,-28.4129070844058,809.7179277868671,
502,Ahmedabad,17-05-2016,0.0,16.31,31.91,217.73361051869213,94.18045040343533,-7.330111632800851,-87.54327350963536,-61.547529787559576,-127.60586260083915,-27.086952768549615,806.8771647292748,
503,Ahmedabad,18-05-2016,0.0,16.31,31.91,213.5543313472805,92.47041307833652,-7.15189546860475,-87.31400216815042,-58.606654966150884,-121.50857697975485,-25.79267925894379,803.5761966702313,
504,Ahmedabad,19-05-2016,0.0,16.31,31.91,209.36799953624606,90.74527950924458,-6.971968025261382,-86.94548308458164,-55.73776592265708,-115.56053873411402,-24.530086555588323,799.8150236097367,
505,Ahmedabad,20-05-2016,0.0,16.31,31.91,205.1746150855886,89.00504969615947,-6.790329302770743,-86.43771625892906,-52.94086265707815,-109.7617478639166,-23.299174658483203,795.5936455477911,
506,Ahmedabad,21-05-2016,0.0,16.31,31.91,200.9741779953082,87.24972363908122,-6.606979301132837,-85.79070169119265,-50.215945169414084,-104.11220436916261,-22.099943567628433,790.9120624843941,
507,Ahmedabad,22-05-2016,0.0,16.31,31.91,196.7666882654048,85.4793013380098,-6.421918020347659,-85.00443938137231,-47.5630134596649,-98.61190824985206,-20.932393283024023,785.770274419546,
508,Ahmedabad,23-05-2016,0.0,16.31,31.91,192.55214589587848,83.69378279294524,-6.235145460415214,-84.07892932946817,-44.98206752783058,-93.26085950598495,-19.796523804669956,780.1682813532468,
509,Ahmedabad,24-05-2016,0.0,16.31,31.91,188.33055088672927,81.89316800388754,-6.046661621335499,-83.01417153548016,-42.473107373911134,-88.05905813756127,-18.692335132566246,774.1060832854962,
510,Ahmedabad,25-05-2016,0.0,16.31,31.91,184.10190323795706,80.07745697083669,-5.856466503108514,-81.81016599940835,-40.03613299790658,-83.00650414458104,-17.619827266712893,767.5836802162947,
511,Ahmedabad,26-05-2016,0.0,16.31,31.91,179.86620294956188,78.24664969379266,-5.664560105734259,-80.46691272125265,-37.67114439981687,-78.1031975270442,-16.579000207109885,760.601072145642,
512,Ahmedabad,27-05-2016,0.0,16.31,31.91,175.6234500215438,76.40074617275549,-5.470942429212738,-78.98441170101313,-35.37814157964207,-73.34913828495087,-15.569853953757239,753.1582590735381,
513,Ahmedabad,28-05-2016,0.0,16.31,31.91,171.37364445390276,74.53974640772519,-5.275613473543947,-77.36266293868975,-33.15712453738212,-68.74432641830091,-14.592388506654943,745.2552409999831,
514,Ahmedabad,29-05-2016,0.0,16.31,31.91,167.11678624663872,72.6636503987017,-5.078573238727885,-75.60166643428254,-31.00809327303704,-64.2887619270944,-13.646603865802996,736.8920179249769,
515,Ahmedabad,30-05-2016,0.0,16.31,31.91,162.8528753997518,70.77245814568508,-4.879821724764554,-73.70142218779147,-28.93104778660684,-59.98244481133134,-12.732500031201402,728.0685898485195,
516,Ahmedabad,31-05-2016,0.0,16.31,31.91,158.5819119132419,68.86616964867531,-4.6793589316539554,-71.66193019921657,-26.925988078091518,-55.82537507101172,-11.850077002850163,718.784956770611,
517,Ahmedabad,01-06-2016,0.0,16.31,31.91,154.30389578710907,66.94478490767239,-4.477184859396087,-69.4831904685578,-24.992914147491064,-51.81755270613551,-10.999334780749274,709.0411186912511,
518,Ahmedabad,02-06-2016,0.0,16.31,31.91,150.01882702135327,65.00830392267632,-4.273299507990949,-67.16520299581522,-23.13182599480549,-47.958977716702755,-10.18027336489874,698.8370756104403,
519,Ahmedabad,03-06-2016,0.0,16.31,31.91,145.72670561597454,63.05672669368708,-4.06770287743854,-64.70796778098874,-21.342723620034782,-44.249650102713424,-9.392892755298558,688.1728275281785,
520,Ahmedabad,04-06-2016,0.0,16.31,31.91,141.42753157097283,61.090053220704704,-3.8603949677388645,-62.111484824078445,-19.625607023178954,-40.689569864167524,-8.637192951948728,677.0483744444653,
521,Ahmedabad,05-06-2016,0.0,16.31,31.91,137.12130488634816,59.108283503729155,-3.651375778891918,-59.37575412508429,-17.980476204237995,-37.27873700106507,-7.913173954849251,665.4637163593009,
522,Ahmedabad,06-06-2016,0.0,16.31,31.91,132.8080255621006,57.11141754276048,-3.4406453108977035,-56.50077568400631,-16.407331163211914,-34.01715151340604,-7.220835764000129,653.4188532726853,
523,Ahmedabad,07-06-2016,0.0,16.31,31.91,128.4876935982301,55.099455337798645,-3.228203563756221,-53.48654950084448,-14.906171900100702,-30.904813401190452,-6.560178379401357,640.9137851846185,
524,Ahmedabad,08-06-2016,0.0,16.31,31.91,124.16030899473657,53.072396888843656,-3.014050537467466,-50.333075575598784,-13.476998414904367,-27.941722664418293,-5.9312018010529375,627.9485120951008,
525,Ahmedabad,09-06-2016,0.0,16.31,31.91,119.82587175162011,51.03024219589551,-2.7981862320314432,-47.040353908269246,-12.119810707622904,-25.12787930308957,-5.333906028954871,614.5230340041318,
526,Ahmedabad,10-06-2016,0.0,16.31,31.91,115.48438186888075,48.97299125895422,-2.5806106474481516,-43.608384498855884,-10.834608778256317,-22.463283317204297,-4.768291063107159,600.6373509117117,
527,Ahmedabad,11-06-2016,0.0,16.31,31.91,111.13583934651842,46.90064407801978,-2.3613237837175918,-40.037167347358654,-9.621392626804605,-19.94793470676245,-4.234356903509799,586.2914628178404,
528,Ahmedabad,12-06-2016,0.0,16.31,31.91,106.78024418453313,44.813200653092174,-2.1403256408397606,-36.3267024537776,-8.480162253267762,-17.58183347176403,-3.7321035501627913,571.4853697225179,
529,Ahmedabad,13-06-2016,0.0,16.31,31.91,102.4175963829249,42.710660984171426,-1.9176162188146608,-32.47698981811267,-7.410917657645796,-15.364979612209051,-3.2615310030661364,556.2190716257442,
530,Ahmedabad,14-06-2016,0.0,16.31,31.91,98.04789594169371,40.59302507125752,-1.693195517642292,-28.488029440363903,-6.413658839938702,-13.297373128097504,-2.8226392622198335,540.4925685275193,
531,Ahmedabad,15-06-2016,0.0,16.31,31.91,93.67114286083958,38.460292914350475,-1.4670635373226544,-24.359821320531303,-5.488385800146483,-11.379014019429396,-2.415428327623885,524.3058604278434,
532,Ahmedabad,16-06-2016,0.0,16.31,31.91,89.28733714036251,36.31246451345027,-1.239220277855747,-20.092365458614843,-4.635098538269137,-9.609902286204722,-2.039898199278287,507.6589473267162,
533,Ahmedabad,17-06-2016,0.0,16.31,31.91,84.89647878026247,34.149539868556914,-1.0096657392415709,-15.685661854614551,-3.8537970543066655,-7.990037928423481,-1.6960488771830433,490.55182922413803,
534,Ahmedabad,18-06-2016,0.0,16.31,31.91,80.4985677805395,31.971518979670407,-0.7783999214801249,-11.1397105085304,-3.144481348259067,-6.519420946085676,-1.3838803613381518,472.98450612010845,
535,Ahmedabad,19-06-2016,0.0,16.31,31.91,76.09360414119357,29.778401846790747,-0.5454228245714106,-6.454511420362415,-2.507151420126343,-5.198051339191307,-1.1033926517436132,454.9569780146278,
536,Ahmedabad,20-06-2016,0.0,16.31,31.91,71.6815878622247,27.570188469917937,-0.3107344485154264,-1.630064590110571,-1.9418072699084923,-4.025929107740372,-0.8545857483994271,436.4692449076962,
537,Ahmedabad,21-06-2016,0.0,16.31,31.91,67.26251894363288,25.346878849051972,-0.07433479331217319,3.333629982225112,-1.4484488976055152,-3.0030542517328707,-0.6374596513055938,417.52130679931315,
538,Ahmedabad,22-06-2016,0.0,16.31,31.91,62.8363973854181,23.108472984192858,0.1637761410383496,8.436572296644652,-1.0270763032174113,-2.1294267711688044,-0.45201436046211296,398.113163689479,
539,Ahmedabad,23-06-2016,0.0,16.31,31.91,58.40322318758038,20.85497087534059,0.4035983545361408,13.678762353148016,-0.6776894867441818,-1.405046666048174,-0.298249875868985,378.24481557819377,
540,Ahmedabad,24-06-2016,0.0,16.31,31.91,53.96299635011971,18.586372522495168,0.6451318471812018,19.06020015173524,-0.4002884481858257,-0.8299139363709782,-0.1761661975262097,357.9162624654573,
541,Ahmedabad,25-06-2016,0.0,16.31,31.91,49.515716873036084,16.302677925656596,0.8883766189735318,24.580885692406323,-0.19487318754234342,-0.4040285821372172,-0.08576332543378712,337.12750435126975,
542,Ahmedabad,26-06-2016,0.0,16.31,31.91,45.06138475632952,14.003887084824875,1.1333326699131312,30.24081897516124,-0.06144370481373486,-0.12739060334689117,-0.0270412595917172,315.878541235631,
543,Ahmedabad,27-06-2016,33.02,11.69,28.91,40.6,11.69,1.38,36.04,0.0,0.0,0.0,294.1693731185411,
544,Ahmedabad,28-06-2016,27.29,9.81,28.12,37.93,9.81,1.61,39.26,0.0,0.0,0.0,272.0,Poor
545,Ahmedabad,29-06-2016,41.43,10.45,31.82,42.09,10.45,1.7,28.05,0.0,0.0,0.0,253.0,Poor
546,Ahmedabad,30-06-2016,30.16,10.41,15.99,26.4,10.41,1.6,23.76,0.0,0.0,0.0,256.0,Poor
547,Ahmedabad,01-07-2016,29.42,9.39,10.11,19.5,9.39,1.57,16.42,0.0,0.0,0.0,257.0,Poor
548,Ahmedabad,02-07-2016,20.87,9.04,7.49,16.54,9.04,1.6,14.27,0.0,0.0,0.0,213.0,Poor
549,Ahmedabad,03-07-2016,35.08,8.36,6.52,14.88,8.36,1.63,19.44,0.0,0.0,0.0,218.0,Poor
550,Ahmedabad,04-07-2016,40.23,8.68,2.79,11.47,8.68,1.69,15.16,0.0,0.0,0.0,214.0,Poor
551,Ahmedabad,05-07-2016,54.25,8.11,2.78,10.89,8.11,1.42,18.46,0.0,0.0,0.0,207.0,Poor
552,Ahmedabad,06-07-2016,49.04,7.38,1.65,9.03,7.38,1.44,15.33,0.0,0.0,0.0,169.0,Moderate
553,Ahmedabad,07-07-2016,35.87,7.5,1.67,9.13,7.5,1.53,17.0,0.0,0.0,0.0,386.57159350994255,
554,Ahmedabad,08-07-2016,46.3,7.3,1.8,9.1,7.3,1.8,24.0,0.0,0.0,0.0,909.802453431763,
555,Ahmedabad,09-07-2016,39.15,7.05,1.9,8.95,7.05,1.4,15.0,0.0,0.0,0.0,1738.6925797654608,
556,Ahmedabad,10-07-2016,45.3,6.7,2.5,9.3,6.7,0.9,27.0,0.0,0.0,0.0,2873.2419725110362,
557,Ahmedabad,11-07-2016,43.61,7.7,3.93,11.62,7.7,1.32,21.64,0.0,0.0,0.0,3774.323618692732,
558,Ahmedabad,12-07-2016,0.0,16.31,3.93,15.408337039089115,9.832459626084974,6.0774434871654535,44.85282215755137,1.6136817577827647e-10,6.168664200921302e-10,4.900142766324579e-06,3902.8105053347917,
559,Ahmedabad,13-07-2016,34.89,24.46,11.73,27.15,24.46,14.6,82.14,0.0,0.0,0.0,3258.702632437214,
560,Ahmedabad,14-07-2016,38.13,46.51,48.06,43.98,46.51,23.13,109.78795465539618,0.0,0.0,0.0,1842.0,Severe
561,Ahmedabad,15-07-2016,36.47,0.98,37.13,22.38,0.98,19.01,127.79668612373989,0.0,0.0,0.0,72.0,Satisfactory
562,Ahmedabad,16-07-2016,40.9,4.09,36.77,24.99,4.09,17.01,136.16619440503115,0.0,0.0,0.0,91.0,Satisfactory
563,Ahmedabad,17-07-2016,34.19,6.02,34.38,20.93,6.02,14.17,134.89647949927001,0.0,0.0,0.0,124.0,Moderate
564,Ahmedabad,18-07-2016,32.92,4.92,36.8,25.92,4.92,14.66,123.98754140645639,0.0,0.0,0.0,145.0,Moderate
565,Ahmedabad,19-07-2016,41.39,100.77,54.7,48.42,100.77,15.75,103.43938012659031,0.0,0.0,0.13,499.0,Severe
566,Ahmedabad,20-07-2016,31.71,1.67,22.75,18.5,1.67,15.47,75.12889505653531,0.0,0.0,0.0,557.0,Severe
567,Ahmedabad,21-07-2016,33.48,1.94,30.88,27.87,1.94,14.26,50.317482577472795,0.0,0.0,0.0,114.0,Moderate
568,Ahmedabad,22-07-2016,30.8,2.57,25.15,24.2,2.57,17.02,30.88204208626626,0.0,0.0,0.0,148.0,Moderate
569,Ahmedabad,23-07-2016,30.47,1.64,38.78,36.5,1.64,15.8,16.822573582915712,0.0,0.01,0.0,99.0,Satisfactory
570,Ahmedabad,24-07-2016,34.64,6.67,39.23,38.7,6.67,15.07,8.13907706742115,0.0,0.0,0.0,117.0,Moderate
571,Ahmedabad,25-07-2016,43.71,8.85,39.95,40.31,8.85,15.37,4.8315525397825825,0.0,0.0,0.0,275.0,Poor
572,Ahmedabad,26-07-2016,46.52,3.87,33.24,33.53,3.87,15.0,6.9,0.0,0.0,0.0,183.0,Moderate
573,Ahmedabad,27-07-2016,36.54,18.76,20.32,33.01,18.76,16.78,11.46,6.37,11.68,8.7,336.0,Very Poor
574,Ahmedabad,28-07-2016,36.87,26.51,23.28,47.75,26.51,13.74,4.91,4.83,12.77,6.74,468.0,Severe
575,Ahmedabad,29-07-2016,46.19,86.72,29.66,116.39,86.72,14.31,4.77,5.5,26.78,0.99,776.0,Severe
576,Ahmedabad,30-07-2016,48.44,84.21,30.66,114.87,84.21,15.67,4.26,1.62,7.1,0.23,805.0,Severe
577,Ahmedabad,31-07-2016,40.18,72.58,28.27,100.85,72.58,14.63,4.33,0.0,0.3,0.0,705.0,Severe
578,Ahmedabad,01-08-2016,33.5,79.53,30.42,109.95,79.53,14.95,4.81,0.0,0.0,0.0,740.0,Severe
579,Ahmedabad,02-08-2016,29.36,83.72,29.75,113.47,83.72,15.31,3.68,0.0,0.0,0.0,751.0,Severe
580,Ahmedabad,03-08-2016,44.59,89.85,29.34,119.19,89.85,14.18,4.91,0.13,0.0,0.0,798.0,Severe
581,Ahmedabad,04-08-2016,50.65,10.63,13.0,19.88,10.63,13.06,6.21,33.6,19.27,0.09,494.0,Severe
582,Ahmedabad,05-08-2016,33.93,5.06,13.41,16.13,5.06,19.54,6.16,3.24,0.04,0.0,234.0,Poor
583,Ahmedabad,06-08-2016,0.0,16.31,13.41,19.520366747071403,4.060650127827662,19.420964129409285,3.2323459280469993,-5.756889966234996,-4.588728058224911,0.07336014380445967,179.47195710269676,
584,Ahmedabad,07-08-2016,43.9,2.77,28.09,22.68,2.77,15.37,0.61,0.56,0.11,0.07,299.79494175864517,
585,Ahmedabad,08-08-2016,93.34,9.72,27.88,34.75,9.72,13.18,1.4,0.1,0.0,0.0,327.0,Very Poor
586,Ahmedabad,09-08-2016,38.06,6.96,22.63,29.58,6.96,14.75,3.47,2.67,6.25,1.44,257.0,Poor
587,Ahmedabad,10-08-2016,20.19,10.41,18.13,28.54,10.41,15.01,4.9,8.43,13.81,2.64,300.0,Poor
588,Ahmedabad,11-08-2016,10.45,12.59,17.81,30.41,12.59,14.26,5.87,5.66,18.88,3.59,309.0,Very Poor
589,Ahmedabad,12-08-2016,29.87,13.53,14.69,28.22,13.53,14.56,9.6,8.99,19.6,7.22,316.0,Very Poor
590,Ahmedabad,13-08-2016,60.18,8.64,13.25,21.89,8.64,15.3,13.19,3.04,10.46,2.29,296.0,Poor
591,Ahmedabad,14-08-2016,85.1,8.14,12.91,21.04,8.14,14.51,12.45,2.64,9.08,1.5,240.0,Poor
592,Ahmedabad,15-08-2016,55.55,8.38,13.45,21.83,8.38,16.6,11.84,3.91,8.47,1.27,220.0,Poor
593,Ahmedabad,16-08-2016,170.22,15.47,17.88,33.33,15.47,14.21,10.05,3.98,8.81,1.57,460.0,Severe
594,Ahmedabad,17-08-2016,35.05,7.66,16.07,23.73,7.66,16.13,9.81,3.92,7.92,1.36,341.0,Very Poor
595,Ahmedabad,18-08-2016,37.68,6.39,9.49,15.88,6.39,16.15,13.7,2.5,6.9,0.92,216.0,Poor
596,Ahmedabad,19-08-2016,32.78,6.08,12.1,20.94,6.08,12.29,13.13,2.6,10.38,2.52,174.0,Moderate
597,Ahmedabad,20-08-2016,53.5,12.0,14.19,26.57,12.0,16.32,5.48,7.94,13.77,2.91,252.0,Poor
598,Ahmedabad,21-08-2016,48.24,10.91,15.52,26.43,10.91,16.16,5.98,6.48,11.94,2.44,283.0,Poor
599,Ahmedabad,22-08-2016,63.27,8.82,13.23,25.6,8.82,24.81,8.68,4.04,11.75,1.63,282.0,Poor
600,Ahmedabad,23-08-2016,40.43,7.42,10.29,23.27,7.42,12.24,5.0,2.99,8.49,1.36,189.0,Moderate
601,Ahmedabad,24-08-2016,31.15,8.91,9.94,18.86,8.91,21.48,12.97,3.07,7.01,1.11,204.0,Poor
602,Ahmedabad,25-08-2016,33.76,9.15,12.22,21.37,9.15,17.68,8.36,2.68,8.58,1.24,207.0,Poor
603,Ahmedabad,26-08-2016,35.95,10.05,9.75,19.8,10.05,16.66,8.61,2.59,9.85,1.74,218.0,Poor
604,Ahmedabad,27-08-2016,58.07,10.51,8.67,19.18,10.51,21.2,19.87,3.49,11.59,3.3,243.0,Poor
605,Ahmedabad,28-08-2016,46.04,9.72,8.75,18.46,9.72,17.27,10.35,2.09,6.33,1.19,219.0,Poor
606,Ahmedabad,29-08-2016,52.27,10.79,9.23,20.02,10.79,19.62,9.14,4.67,8.96,1.89,247.0,Poor
607,Ahmedabad,30-08-2016,46.68,10.08,9.3,19.73,10.08,17.77,15.97,2.98,7.55,1.4,235.0,Poor
608,Ahmedabad,31-08-2016,44.59,10.47,7.39,17.86,10.47,17.62,11.2,2.88,6.65,1.0,234.0,Poor
609,Ahmedabad,01-09-2016,30.81,9.36,7.86,17.22,9.36,17.58,15.72,1.96,4.87,0.97,217.0,Poor
610,Ahmedabad,02-09-2016,47.67,9.63,8.39,18.02,9.63,16.95,18.89,2.41,6.07,1.07,222.0,Poor
611,Ahmedabad,03-09-2016,35.69,9.38,8.14,18.2,9.38,16.72,14.63,1.77,5.62,0.78,241.0,Poor
612,Ahmedabad,04-09-2016,36.44,9.59,7.07,16.66,9.59,17.76,14.99,1.53,5.32,0.59,225.0,Poor
613,Ahmedabad,05-09-2016,33.83,10.14,7.82,18.27,10.14,17.93,13.9,1.49,4.8,0.66,241.0,Poor
